date,pageviews,country,iso_code,region,device,session_duration,bounce_rate
2024-02-25,3986,Mexico,MEX,North America,Mobile,107.86,0.4136
2024-02-25,1873,Japan,JPN,Asia,Mobile,96.08,0.2738
2024-02-25,11750,China,CHN,Asia,Desktop,144.95,0.3003
2024-02-25,3829,United Kingdom,GBR,Europe,Mobile,110.78,0.2804
2024-02-25,5027,Australia,AUS,Oceania,Desktop,130.26,0.4471
2024-02-25,1268,United Kingdom,GBR,Europe,Mobile,41.09,0.292
2024-02-26,4783,South Africa,ZAF,Africa,Desktop,110.8,0.2641
2024-02-26,4832,Australia,AUS,Oceania,Desktop,114.91,0.2656
2024-02-26,2992,Germany,DEU,Europe,Mobile,26.66,0.4531
2024-02-26,17109,India,IND,Asia,Mobile,37.32,0.2857
2024-02-26,6187,Brazil,BRA,South America,Desktop,94.28,0.3429
2024-02-26,13265,Mexico,MEX,North America,Mobile,43.93,0.4606
2024-02-26,7602,India,IND,Asia,Desktop,128.12,0.4855
2024-02-26,2586,Japan,JPN,Asia,Desktop,137.08,0.3462
2024-02-26,1236,Nigeria,NGA,Africa,Mobile,21.28,0.2055
2024-02-26,8882,Brazil,BRA,South America,Mobile,85.3,0.2975
2024-02-27,3862,Australia,AUS,Oceania,Desktop,140.4,0.3031
2024-02-27,10705,India,IND,Asia,Mobile,97.57,0.2735
2024-02-27,5910,France,FRA,Europe,Mobile,126.0,0.4491
2024-02-27,28904,Australia,AUS,Oceania,Mobile,91.56,0.3675
2024-02-27,4600,Japan,JPN,Asia,Desktop,131.42,0.4435
2024-02-27,1739,United States,USA,North America,Mobile,110.92,0.3238
2024-02-27,1915,Canada,CAN,North America,Mobile,107.98,0.2591
2024-02-27,2209,India,IND,Asia,Tablet,63.73,0.2503
2024-02-27,4276,United States,USA,North America,Desktop,88.95,0.3157
2024-02-27,5577,Mexico,MEX,North America,Desktop,126.91,0.3719
2024-02-28,8811,France,FRA,Europe,Tablet,5.0,0.459
2024-02-28,4303,Mexico,MEX,North America,Desktop,118.4,0.4367
2024-02-28,6585,Australia,AUS,Oceania,Mobile,147.32,0.2142
2024-02-28,7755,Brazil,BRA,South America,Tablet,71.67,0.3622
2024-02-28,18134,South Africa,ZAF,Africa,Desktop,120.76,0.2862
2024-02-28,280,Mexico,MEX,North America,Desktop,97.22,0.4197
2024-02-28,13103,Germany,DEU,Europe,Desktop,66.09,0.4878
2024-02-28,2246,Brazil,BRA,South America,Mobile,48.0,0.4798
2024-02-28,9378,India,IND,Asia,Mobile,146.41,0.3353
2024-02-29,26826,Mexico,MEX,North America,Mobile,85.17,0.3792
2024-02-29,4803,United Kingdom,GBR,Europe,Desktop,166.37,0.3005
2024-02-29,2219,China,CHN,Asia,Mobile,81.35,0.2007
2024-02-29,22359,Brazil,BRA,South America,Desktop,104.16,0.2883
2024-02-29,13793,Canada,CAN,North America,Desktop,125.87,0.2869
2024-03-01,7241,Japan,JPN,Asia,Desktop,130.45,0.4959
2024-03-01,1126,Australia,AUS,Oceania,Desktop,116.83,0.4604
2024-03-01,16249,Brazil,BRA,South America,Mobile,48.97,0.388
2024-03-01,5716,China,CHN,Asia,Desktop,98.92,0.4125
2024-03-01,426,Mexico,MEX,North America,Desktop,108.75,0.318
2024-03-01,5591,Germany,DEU,Europe,Mobile,84.53,0.225
2024-03-01,3703,Japan,JPN,Asia,Desktop,173.2,0.4122
2024-03-01,1045,Mexico,MEX,North America,Desktop,121.99,0.2129
2024-03-01,3703,Nigeria,NGA,Africa,Desktop,133.17,0.4683
2024-03-01,6065,Germany,DEU,Europe,Desktop,114.67,0.2007
2024-03-01,18753,Japan,JPN,Asia,Mobile,49.9,0.4686
2024-03-02,5865,Germany,DEU,Europe,Mobile,71.1,0.2836
2024-03-02,11228,Germany,DEU,Europe,Desktop,114.19,0.3018
2024-03-02,2268,Australia,AUS,Oceania,Mobile,64.85,0.2882
2024-03-02,6532,United States,USA,North America,Mobile,78.71,0.3994
2024-03-02,24240,Australia,AUS,Oceania,Mobile,60.78,0.2464
2024-03-02,3685,United States,USA,North America,Mobile,66.36,0.2008
2024-03-02,5595,United States,USA,North America,Desktop,147.07,0.2481
2024-03-02,10124,Mexico,MEX,North America,Mobile,61.93,0.4829
2024-03-03,1960,United Kingdom,GBR,Europe,Mobile,86.62,0.4069
2024-03-03,12927,China,CHN,Asia,Mobile,42.82,0.316
2024-03-03,4292,Nigeria,NGA,Africa,Mobile,78.77,0.3597
2024-03-03,18508,France,FRA,Europe,Desktop,104.51,0.2643
2024-03-03,10552,South Africa,ZAF,Africa,Desktop,128.26,0.315
2024-03-03,448,United States,USA,North America,Mobile,78.2,0.2158
2024-03-03,5305,Japan,JPN,Asia,Desktop,100.34,0.331
2024-03-03,4066,Canada,CAN,North America,Tablet,93.61,0.4448
2024-03-03,10843,Japan,JPN,Asia,Desktop,146.65,0.2243
2024-03-03,910,United Kingdom,GBR,Europe,Desktop,88.89,0.4684
2024-03-04,7735,United States,USA,North America,Desktop,138.2,0.3442
2024-03-04,4869,China,CHN,Asia,Mobile,118.05,0.3714
2024-03-04,5150,Brazil,BRA,South America,Mobile,38.75,0.4016
2024-03-04,16960,Japan,JPN,Asia,Desktop,153.0,0.3867
2024-03-04,118,Mexico,MEX,North America,Desktop,78.97,0.3983
2024-03-04,9271,Canada,CAN,North America,Mobile,104.33,0.3077
2024-03-04,1308,Australia,AUS,Oceania,Desktop,114.13,0.4168
2024-03-04,22609,Australia,AUS,Oceania,Desktop,115.9,0.3348
2024-03-04,1904,Japan,JPN,Asia,Desktop,121.43,0.2493
2024-03-05,18835,Australia,AUS,Oceania,Desktop,128.45,0.2182
2024-03-05,512,United Kingdom,GBR,Europe,Mobile,113.18,0.2621
2024-03-05,43923,United Kingdom,GBR,Europe,Desktop,119.84,0.2736
2024-03-05,3664,South Africa,ZAF,Africa,Mobile,77.42,0.3372
2024-03-05,3032,India,IND,Asia,Desktop,142.6,0.2366
2024-03-06,5378,South Africa,ZAF,Africa,Desktop,86.18,0.4215
2024-03-06,12930,South Africa,ZAF,Africa,Mobile,57.37,0.414
2024-03-06,13840,Australia,AUS,Oceania,Desktop,163.99,0.2435
2024-03-06,5086,China,CHN,Asia,Mobile,80.0,0.3684
2024-03-06,840,Brazil,BRA,South America,Mobile,58.97,0.2829
2024-03-06,4209,South Africa,ZAF,Africa,Desktop,127.87,0.3096
2024-03-06,1957,Australia,AUS,Oceania,Tablet,40.53,0.2942
2024-03-06,3764,Japan,JPN,Asia,Mobile,71.21,0.424
2024-03-06,10435,South Africa,ZAF,Africa,Desktop,170.54,0.3647
2024-03-06,12219,Brazil,BRA,South America,Desktop,155.28,0.4887
2024-03-07,5833,Germany,DEU,Europe,Desktop,146.17,0.3972
2024-03-07,14169,Nigeria,NGA,Africa,Mobile,54.75,0.4123
2024-03-07,14035,Brazil,BRA,South America,Desktop,91.04,0.3323
2024-03-07,17586,Nigeria,NGA,Africa,Mobile,93.45,0.2913
2024-03-07,2771,Australia,AUS,Oceania,Desktop,169.2,0.3087
2024-03-07,15666,Nigeria,NGA,Africa,Mobile,79.09,0.2021
2024-03-08,9757,Germany,DEU,Europe,Mobile,102.14,0.2619
2024-03-08,3838,United States,USA,North America,Mobile,104.86,0.2474
2024-03-08,6066,Australia,AUS,Oceania,Desktop,91.12,0.2554
2024-03-08,20112,China,CHN,Asia,Desktop,82.83,0.3076
2024-03-08,3628,United States,USA,North America,Desktop,85.43,0.4709
2024-03-08,709,Japan,JPN,Asia,Tablet,54.91,0.3167
2024-03-08,17650,Mexico,MEX,North America,Desktop,71.24,0.4434
2024-03-08,4630,Germany,DEU,Europe,Mobile,46.31,0.4553
2024-03-08,3286,Brazil,BRA,South America,Mobile,59.59,0.3043
2024-03-09,8781,United Kingdom,GBR,Europe,Tablet,99.47,0.3713
2024-03-09,11267,India,IND,Asia,Mobile,80.64,0.2941
2024-03-09,22085,Germany,DEU,Europe,Desktop,51.68,0.2964
2024-03-09,8590,United Kingdom,GBR,Europe,Mobile,77.24,0.4598
2024-03-09,3642,Mexico,MEX,North America,Desktop,102.12,0.4431
2024-03-09,898,India,IND,Asia,Mobile,116.03,0.2225
2024-03-09,4406,France,FRA,Europe,Desktop,126.24,0.4635
2024-03-09,9288,France,FRA,Europe,Desktop,100.54,0.3517
2024-03-09,998,China,CHN,Asia,Desktop,91.23,0.3655
2024-03-10,1068,Australia,AUS,Oceania,Desktop,158.79,0.4946
2024-03-10,12756,France,FRA,Europe,Desktop,81.91,0.4454
2024-03-10,532,United Kingdom,GBR,Europe,Mobile,33.07,0.3676
2024-03-10,2248,South Africa,ZAF,Africa,Tablet,103.06,0.3423
2024-03-10,2023,Canada,CAN,North America,Desktop,76.43,0.3106
2024-03-10,30602,Japan,JPN,Asia,Desktop,115.64,0.3175
2024-03-10,6432,Australia,AUS,Oceania,Desktop,142.37,0.415
2024-03-10,573,South Africa,ZAF,Africa,Mobile,67.16,0.4345
2024-03-10,8323,South Africa,ZAF,Africa,Mobile,88.21,0.3108
2024-03-10,4419,United Kingdom,GBR,Europe,Tablet,54.52,0.4075
2024-03-10,731,India,IND,Asia,Mobile,145.16,0.2192
2024-03-11,755,Australia,AUS,Oceania,Desktop,127.83,0.2518
2024-03-11,3076,Germany,DEU,Europe,Desktop,112.6,0.2782
2024-03-11,3348,China,CHN,Asia,Mobile,5.0,0.3953
2024-03-11,8881,China,CHN,Asia,Mobile,54.35,0.2341
2024-03-11,9975,Canada,CAN,North America,Mobile,129.95,0.2199
2024-03-11,14997,Australia,AUS,Oceania,Desktop,123.4,0.4123
2024-03-11,5232,South Africa,ZAF,Africa,Desktop,107.67,0.232
2024-03-11,2602,Canada,CAN,North America,Mobile,27.22,0.4432
2024-03-11,21040,India,IND,Asia,Mobile,48.95,0.3691
2024-03-12,4803,China,CHN,Asia,Desktop,146.0,0.2074
2024-03-12,1693,Japan,JPN,Asia,Desktop,85.8,0.3538
2024-03-12,12051,South Africa,ZAF,Africa,Desktop,94.82,0.33
2024-03-12,17514,United Kingdom,GBR,Europe,Desktop,131.62,0.3736
2024-03-12,8484,Mexico,MEX,North America,Desktop,128.81,0.4041
2024-03-12,610,China,CHN,Asia,Desktop,129.61,0.3593
2024-03-12,803,India,IND,Asia,Desktop,123.8,0.292
2024-03-12,10511,Canada,CAN,North America,Desktop,131.52,0.3399
2024-03-12,14321,France,FRA,Europe,Desktop,197.87,0.2057
2024-03-13,2925,Brazil,BRA,South America,Tablet,192.04,0.295
2024-03-13,31898,Germany,DEU,Europe,Mobile,76.22,0.2977
2024-03-13,8925,United Kingdom,GBR,Europe,Mobile,87.46,0.4401
2024-03-13,653,United Kingdom,GBR,Europe,Desktop,82.93,0.4627
2024-03-13,18186,Brazil,BRA,South America,Mobile,152.88,0.3463
2024-03-13,8261,United Kingdom,GBR,Europe,Desktop,128.63,0.2757
2024-03-14,18472,Mexico,MEX,North America,Mobile,114.25,0.3209
2024-03-14,3184,United States,USA,North America,Desktop,152.18,0.2541
2024-03-14,12091,United Kingdom,GBR,Europe,Desktop,75.45,0.2878
2024-03-14,12799,China,CHN,Asia,Mobile,99.29,0.2991
2024-03-14,23996,United States,USA,North America,Desktop,88.86,0.3246
2024-03-15,42745,South Africa,ZAF,Africa,Mobile,138.43,0.4402
2024-03-15,22567,Brazil,BRA,South America,Desktop,117.64,0.3727
2024-03-15,2138,United Kingdom,GBR,Europe,Mobile,58.52,0.4104
2024-03-15,2157,India,IND,Asia,Desktop,93.68,0.2842
2024-03-15,629,Germany,DEU,Europe,Desktop,105.53,0.2482
2024-03-16,10443,India,IND,Asia,Desktop,131.37,0.2779
2024-03-16,835,Mexico,MEX,North America,Mobile,88.06,0.48
2024-03-16,13368,Australia,AUS,Oceania,Desktop,81.34,0.4743
2024-03-16,3158,Mexico,MEX,North America,Mobile,55.46,0.4507
2024-03-16,7581,France,FRA,Europe,Desktop,136.82,0.255
2024-03-16,3762,Mexico,MEX,North America,Mobile,48.74,0.4158
2024-03-16,6233,South Africa,ZAF,Africa,Mobile,81.58,0.3304
2024-03-16,13684,South Africa,ZAF,Africa,Mobile,22.59,0.3758
2024-03-16,10891,United States,USA,North America,Mobile,38.1,0.2936
2024-03-17,2973,Australia,AUS,Oceania,Mobile,82.3,0.4981
2024-03-17,50252,Japan,JPN,Asia,Desktop,136.04,0.2208
2024-03-17,39581,Mexico,MEX,North America,Desktop,65.25,0.2545
2024-03-17,8252,Canada,CAN,North America,Mobile,63.4,0.4108
2024-03-17,50742,Brazil,BRA,South America,Desktop,155.65,0.4002
2024-03-17,65083,Germany,DEU,Europe,Desktop,128.11,0.466
2024-03-18,8252,India,IND,Asia,Mobile,121.09,0.2147
2024-03-18,3295,Nigeria,NGA,Africa,Mobile,64.52,0.4234
2024-03-18,239,United States,USA,North America,Desktop,122.33,0.4913
2024-03-18,1277,Japan,JPN,Asia,Mobile,56.21,0.2445
2024-03-18,4546,India,IND,Asia,Desktop,169.99,0.4381
2024-03-18,10863,China,CHN,Asia,Tablet,120.05,0.3799
2024-03-18,541,Mexico,MEX,North America,Mobile,95.02,0.3597
2024-03-18,3042,Japan,JPN,Asia,Desktop,159.77,0.4917
2024-03-18,27332,United States,USA,North America,Mobile,73.96,0.282
2024-03-18,5808,South Africa,ZAF,Africa,Mobile,45.55,0.2836
2024-03-18,5347,France,FRA,Europe,Desktop,123.78,0.2352
2024-03-19,5969,United States,USA,North America,Desktop,143.89,0.3355
2024-03-19,8472,Brazil,BRA,South America,Mobile,5.0,0.2893
2024-03-19,15314,Brazil,BRA,South America,Tablet,141.35,0.278
2024-03-19,1591,United States,USA,North America,Desktop,122.63,0.407
2024-03-19,3834,Japan,JPN,Asia,Desktop,138.65,0.2901
2024-03-19,13753,France,FRA,Europe,Mobile,67.99,0.3904
2024-03-19,11071,France,FRA,Europe,Desktop,111.86,0.3547
2024-03-19,2400,India,IND,Asia,Desktop,109.04,0.4286
2024-03-19,1575,China,CHN,Asia,Mobile,145.18,0.2651
2024-03-19,5236,Brazil,BRA,South America,Desktop,119.96,0.2835
2024-03-19,1682,China,CHN,Asia,Desktop,87.2,0.4919
2024-03-20,8074,China,CHN,Asia,Desktop,135.68,0.2727
2024-03-20,13264,Canada,CAN,North America,Mobile,30.76,0.3328
2024-03-20,16552,India,IND,Asia,Desktop,109.16,0.4374
2024-03-20,1369,China,CHN,Asia,Desktop,139.3,0.4139
2024-03-20,9491,Australia,AUS,Oceania,Tablet,72.64,0.3016
2024-03-20,4734,South Africa,ZAF,Africa,Desktop,120.27,0.4741
2024-03-20,1986,India,IND,Asia,Desktop,111.89,0.4276
2024-03-20,6151,South Africa,ZAF,Africa,Tablet,38.1,0.3713
2024-03-20,5295,United States,USA,North America,Desktop,81.65,0.3654
2024-03-20,3627,United Kingdom,GBR,Europe,Desktop,154.63,0.3072
2024-03-21,10782,Germany,DEU,Europe,Tablet,81.86,0.277
2024-03-21,851,Germany,DEU,Europe,Desktop,136.15,0.2482
2024-03-21,26683,United States,USA,North America,Desktop,162.68,0.2785
2024-03-21,5898,Brazil,BRA,South America,Mobile,12.01,0.4497
2024-03-21,10968,United States,USA,North America,Desktop,129.82,0.4558
2024-03-21,3765,Mexico,MEX,North America,Tablet,49.21,0.3377
2024-03-21,11496,Germany,DEU,Europe,Tablet,72.47,0.4097
2024-03-22,6488,Australia,AUS,Oceania,Desktop,99.58,0.2674
2024-03-22,8445,Brazil,BRA,South America,Mobile,5.0,0.326
2024-03-22,10400,India,IND,Asia,Desktop,109.34,0.3323
2024-03-22,12595,China,CHN,Asia,Mobile,39.04,0.4576
2024-03-22,1720,China,CHN,Asia,Desktop,118.32,0.3306
2024-03-22,2707,United Kingdom,GBR,Europe,Mobile,57.04,0.444
2024-03-22,11559,Nigeria,NGA,Africa,Desktop,155.11,0.4063
2024-03-22,8011,Japan,JPN,Asia,Mobile,103.74,0.21
2024-03-22,3321,South Africa,ZAF,Africa,Mobile,62.18,0.4248
2024-03-22,50,Canada,CAN,North America,Mobile,118.86,0.4354
2024-03-22,5499,United States,USA,North America,Mobile,33.69,0.4514
2024-03-23,32044,United States,USA,North America,Desktop,86.49,0.3116
2024-03-23,2131,Brazil,BRA,South America,Mobile,138.07,0.3492
2024-03-23,4488,Brazil,BRA,South America,Desktop,106.29,0.3849
2024-03-23,25313,Canada,CAN,North America,Mobile,104.44,0.3442
2024-03-23,992,China,CHN,Asia,Desktop,111.5,0.2357
2024-03-23,5399,Germany,DEU,Europe,Desktop,137.56,0.4216
2024-03-24,1341,Mexico,MEX,North America,Desktop,117.86,0.4556
2024-03-24,13964,Nigeria,NGA,Africa,Desktop,125.81,0.2925
2024-03-24,21112,Canada,CAN,North America,Mobile,102.5,0.3627
2024-03-24,10267,United States,USA,North America,Mobile,71.34,0.3219
2024-03-24,17919,Brazil,BRA,South America,Mobile,141.61,0.2231
2024-03-24,6178,Mexico,MEX,North America,Mobile,48.87,0.2998
2024-03-25,6047,China,CHN,Asia,Desktop,120.91,0.3335
2024-03-25,988,United States,USA,North America,Desktop,131.43,0.382
2024-03-25,2768,Australia,AUS,Oceania,Mobile,5.0,0.3942
2024-03-25,2289,Mexico,MEX,North America,Desktop,136.51,0.4888
2024-03-25,6510,Canada,CAN,North America,Desktop,130.16,0.4468
2024-03-25,33989,China,CHN,Asia,Desktop,86.87,0.4266
2024-03-25,5429,Brazil,BRA,South America,Mobile,89.45,0.234
2024-03-25,7206,India,IND,Asia,Desktop,100.14,0.2047
2024-03-25,2249,Australia,AUS,Oceania,Desktop,91.13,0.4018
2024-03-25,3016,Australia,AUS,Oceania,Desktop,110.73,0.2759
2024-03-26,2297,United Kingdom,GBR,Europe,Mobile,93.06,0.3884
2024-03-26,8463,Canada,CAN,North America,Desktop,96.85,0.464
2024-03-26,9323,Canada,CAN,North America,Desktop,150.93,0.3039
2024-03-26,2560,Germany,DEU,Europe,Mobile,108.99,0.2212
2024-03-26,8007,United States,USA,North America,Desktop,76.81,0.4473
2024-03-26,39624,United Kingdom,GBR,Europe,Mobile,103.64,0.3662
2024-03-27,738,China,CHN,Asia,Mobile,135.41,0.2532
2024-03-27,7562,Mexico,MEX,North America,Desktop,120.39,0.3114
2024-03-27,17429,United Kingdom,GBR,Europe,Mobile,32.43,0.4993
2024-03-27,11004,Brazil,BRA,South America,Desktop,126.18,0.2398
2024-03-27,592,India,IND,Asia,Desktop,151.31,0.3966
2024-03-27,1183,Germany,DEU,Europe,Mobile,131.91,0.3087
2024-03-27,1578,United States,USA,North America,Desktop,108.24,0.3286
2024-03-27,9250,India,IND,Asia,Mobile,70.13,0.3803
2024-03-27,22208,Australia,AUS,Oceania,Mobile,47.8,0.4575
2024-03-28,82,China,CHN,Asia,Desktop,91.31,0.3817
2024-03-28,127,Germany,DEU,Europe,Mobile,5.0,0.4071
2024-03-28,18506,India,IND,Asia,Desktop,92.58,0.2356
2024-03-28,605,Australia,AUS,Oceania,Mobile,129.99,0.2161
2024-03-28,5224,Australia,AUS,Oceania,Desktop,105.19,0.4811
2024-03-28,2008,China,CHN,Asia,Mobile,127.12,0.3891
2024-03-28,5173,United States,USA,North America,Desktop,166.75,0.3097
2024-03-28,3783,Mexico,MEX,North America,Mobile,97.25,0.2799
2024-03-28,161,South Africa,ZAF,Africa,Desktop,124.11,0.3549
2024-03-28,8516,Brazil,BRA,South America,Mobile,86.06,0.4635
2024-03-28,26871,Germany,DEU,Europe,Mobile,38.08,0.2226
2024-03-29,2955,Mexico,MEX,North America,Mobile,87.71,0.3162
2024-03-29,19993,Brazil,BRA,South America,Tablet,20.8,0.4806
2024-03-29,5705,India,IND,Asia,Mobile,100.51,0.4118
2024-03-29,28789,United States,USA,North America,Desktop,126.78,0.3854
2024-03-29,13573,Nigeria,NGA,Africa,Tablet,61.93,0.4727
2024-03-30,4133,Brazil,BRA,South America,Desktop,147.83,0.3799
2024-03-30,14142,United Kingdom,GBR,Europe,Mobile,84.78,0.4436
2024-03-30,9087,Nigeria,NGA,Africa,Desktop,166.5,0.2815
2024-03-30,12804,Canada,CAN,North America,Tablet,32.9,0.3485
2024-03-30,4052,Nigeria,NGA,Africa,Mobile,94.4,0.2739
2024-03-30,12067,Canada,CAN,North America,Desktop,113.01,0.3034
2024-03-30,2140,Nigeria,NGA,Africa,Desktop,110.25,0.4639
2024-03-30,12029,India,IND,Asia,Mobile,117.65,0.4877
2024-03-31,244,South Africa,ZAF,Africa,Tablet,91.64,0.4108
2024-03-31,8196,Mexico,MEX,North America,Desktop,143.09,0.479
2024-03-31,1126,South Africa,ZAF,Africa,Desktop,92.27,0.2659
2024-03-31,3029,France,FRA,Europe,Desktop,166.45,0.3939
2024-03-31,23365,China,CHN,Asia,Desktop,160.55,0.4057
2024-03-31,872,United Kingdom,GBR,Europe,Tablet,56.42,0.2182
2024-03-31,11012,South Africa,ZAF,Africa,Desktop,102.3,0.2271
2024-03-31,10616,Japan,JPN,Asia,Mobile,62.33,0.4425
2024-03-31,2973,Japan,JPN,Asia,Tablet,71.5,0.483
2024-03-31,9498,Canada,CAN,North America,Mobile,48.1,0.2831
2024-04-01,2960,South Africa,ZAF,Africa,Desktop,150.88,0.2752
2024-04-01,6709,India,IND,Asia,Tablet,100.01,0.4646
2024-04-01,3842,United Kingdom,GBR,Europe,Mobile,118.02,0.3924
2024-04-01,5738,Mexico,MEX,North America,Mobile,5.0,0.4469
2024-04-01,3355,South Africa,ZAF,Africa,Mobile,29.45,0.2517
2024-04-01,18650,United Kingdom,GBR,Europe,Mobile,65.44,0.4607
2024-04-01,10854,Brazil,BRA,South America,Desktop,128.51,0.4336
2024-04-01,16673,Germany,DEU,Europe,Desktop,80.83,0.4793
2024-04-01,2287,Brazil,BRA,South America,Desktop,107.11,0.2749
2024-04-02,255,Australia,AUS,Oceania,Mobile,65.79,0.2639
2024-04-02,16614,Mexico,MEX,North America,Desktop,124.62,0.4974
2024-04-02,1742,Germany,DEU,Europe,Desktop,128.5,0.4766
2024-04-02,2461,Canada,CAN,North America,Desktop,90.65,0.4756
2024-04-02,434,Japan,JPN,Asia,Desktop,135.71,0.2206
2024-04-02,5789,Mexico,MEX,North America,Tablet,124.55,0.4528
2024-04-02,4637,China,CHN,Asia,Mobile,10.27,0.3284
2024-04-02,7175,Japan,JPN,Asia,Mobile,101.85,0.4597
2024-04-02,10882,United States,USA,North America,Tablet,78.87,0.3612
2024-04-02,13230,France,FRA,Europe,Tablet,74.53,0.2598
2024-04-02,8204,United States,USA,North America,Desktop,134.07,0.2872
2024-04-03,5798,France,FRA,Europe,Desktop,167.67,0.2724
2024-04-03,18304,South Africa,ZAF,Africa,Mobile,82.58,0.2775
2024-04-03,3023,South Africa,ZAF,Africa,Desktop,96.24,0.3736
2024-04-03,1828,United Kingdom,GBR,Europe,Mobile,31.95,0.4265
2024-04-03,3977,Australia,AUS,Oceania,Desktop,101.15,0.3188
2024-04-03,28142,Germany,DEU,Europe,Mobile,58.76,0.2808
2024-04-03,2377,Canada,CAN,North America,Mobile,137.26,0.2525
2024-04-03,7889,United Kingdom,GBR,Europe,Mobile,117.7,0.3961
2024-04-04,149,Japan,JPN,Asia,Desktop,101.06,0.2816
2024-04-04,3691,Canada,CAN,North America,Mobile,65.11,0.3829
2024-04-04,11894,United Kingdom,GBR,Europe,Mobile,84.33,0.2493
2024-04-04,13615,Canada,CAN,North America,Desktop,88.59,0.3716
2024-04-04,691,Nigeria,NGA,Africa,Desktop,86.39,0.2788
2024-04-04,18734,Australia,AUS,Oceania,Mobile,128.29,0.338
2024-04-04,768,India,IND,Asia,Desktop,30.09,0.3814
2024-04-04,5491,Germany,DEU,Europe,Mobile,63.56,0.4993
2024-04-04,3429,Japan,JPN,Asia,Desktop,79.08,0.3491
2024-04-04,2870,India,IND,Asia,Desktop,161.17,0.2259
2024-04-04,9680,France,FRA,Europe,Desktop,73.41,0.2327
2024-04-05,220,United Kingdom,GBR,Europe,Mobile,83.56,0.2205
2024-04-05,1264,South Africa,ZAF,Africa,Mobile,127.15,0.2117
2024-04-05,23111,Germany,DEU,Europe,Mobile,46.93,0.3547
2024-04-05,7006,France,FRA,Europe,Mobile,87.51,0.4327
2024-04-05,12966,China,CHN,Asia,Desktop,159.21,0.2044
2024-04-05,2547,Japan,JPN,Asia,Mobile,85.46,0.3077
2024-04-05,8875,South Africa,ZAF,Africa,Desktop,170.99,0.2778
2024-04-05,9444,South Africa,ZAF,Africa,Desktop,98.08,0.2562
2024-04-05,5969,Mexico,MEX,North America,Desktop,125.09,0.3187
2024-04-06,453,India,IND,Asia,Desktop,118.27,0.2239
2024-04-06,5050,Canada,CAN,North America,Desktop,132.59,0.4277
2024-04-06,17336,France,FRA,Europe,Mobile,67.0,0.32
2024-04-06,7919,Nigeria,NGA,Africa,Desktop,88.03,0.2639
2024-04-06,944,France,FRA,Europe,Desktop,89.67,0.3138
2024-04-06,663,Canada,CAN,North America,Mobile,98.93,0.3755
2024-04-06,2453,China,CHN,Asia,Desktop,120.85,0.3589
2024-04-06,6302,Canada,CAN,North America,Desktop,134.82,0.3773
2024-04-06,7565,Japan,JPN,Asia,Mobile,52.05,0.376
2024-04-06,10231,Germany,DEU,Europe,Desktop,121.22,0.2411
2024-04-06,12315,Brazil,BRA,South America,Desktop,125.21,0.3849
2024-04-07,393,South Africa,ZAF,Africa,Mobile,48.9,0.2184
2024-04-07,1573,Brazil,BRA,South America,Desktop,133.0,0.3528
2024-04-07,23269,Germany,DEU,Europe,Mobile,177.29,0.4472
2024-04-07,12267,Germany,DEU,Europe,Desktop,162.82,0.3179
2024-04-07,1436,India,IND,Asia,Mobile,73.0,0.2165
2024-04-07,7403,Brazil,BRA,South America,Mobile,32.84,0.2341
2024-04-07,1207,Germany,DEU,Europe,Mobile,149.57,0.2349
2024-04-07,24162,South Africa,ZAF,Africa,Desktop,118.97,0.2202
2024-04-08,10508,Brazil,BRA,South America,Desktop,124.0,0.3848
2024-04-08,1723,India,IND,Asia,Desktop,138.74,0.4453
2024-04-08,6781,United Kingdom,GBR,Europe,Mobile,110.13,0.3952
2024-04-08,4122,Germany,DEU,Europe,Mobile,34.42,0.2891
2024-04-08,5739,Nigeria,NGA,Africa,Desktop,172.11,0.3947
2024-04-08,2098,United States,USA,North America,Desktop,118.59,0.4038
2024-04-08,23433,Brazil,BRA,South America,Desktop,70.68,0.386
2024-04-08,7512,China,CHN,Asia,Tablet,74.64,0.3932
2024-04-08,4927,India,IND,Asia,Desktop,122.34,0.2043
2024-04-08,4931,South Africa,ZAF,Africa,Desktop,88.55,0.4343
2024-04-08,178,South Africa,ZAF,Africa,Mobile,86.69,0.2582
2024-04-09,5105,India,IND,Asia,Tablet,142.33,0.2151
2024-04-09,23060,France,FRA,Europe,Desktop,160.92,0.4708
2024-04-09,9705,United States,USA,North America,Mobile,37.74,0.2548
2024-04-09,6812,Germany,DEU,Europe,Desktop,100.79,0.4782
2024-04-09,3059,Australia,AUS,Oceania,Mobile,72.43,0.3866
2024-04-09,15663,Mexico,MEX,North America,Desktop,163.31,0.2279
2024-04-09,8078,Australia,AUS,Oceania,Mobile,108.51,0.3635
2024-04-10,1431,China,CHN,Asia,Tablet,48.33,0.4318
2024-04-10,2129,China,CHN,Asia,Mobile,64.34,0.4178
2024-04-10,8022,France,FRA,Europe,Desktop,105.22,0.2788
2024-04-10,24356,Germany,DEU,Europe,Mobile,52.94,0.3267
2024-04-10,24865,China,CHN,Asia,Desktop,141.16,0.3689
2024-04-10,1217,India,IND,Asia,Desktop,98.59,0.3079
2024-04-10,1858,Japan,JPN,Asia,Desktop,116.44,0.3064
2024-04-10,4869,Brazil,BRA,South America,Desktop,122.61,0.4227
2024-04-10,1981,Australia,AUS,Oceania,Tablet,96.35,0.4234
2024-04-10,653,United States,USA,North America,Mobile,59.45,0.2949
